Compound ID,Concentration (M),% Inhibition
86,0.006,0.0
86,0.008,0.0
86,0.01,0.0
86,0.02,0.0
86,0.03,0.0
86,0.04,0.0
86,0.05,0.0
87,0.002,0.0
87,0.004,0.0
87,0.006,0.0
87,0.008,0.0
87,0.01,0.0
87,0.02,0.0
87,0.03,0.0
87,0.04,0.0
87,0.05,0.0
88,0.002,0.0
88,0.004,0.0
88,0.006,0.0
88,0.008,0.0
88,0.01,0.0
88,0.02,0.0
88,0.03,0.0
88,0.04,0.0
88,0.05,0.0
89,0.002,0.0
89,0.004,0.0
89,0.006,0.0
89,0.008,0.0
89,0.01,0.0
89,0.02,0.0
89,0.03,0.0
89,0.04,0.0
89,0.05,0.0
90,0.002,0.0
90,0.004,0.0
90,0.006,0.0
90,0.008,0.0
90,0.01,0.0
90,0.02,0.0
90,0.03,0.0
90,0.04,0.0
90,0.05,0.0
91,0.002,0.0
91,0.004,0.0
91,0.006,0.0
91,0.008,0.0
91,0.01,0.0
91,0.02,0.0
91,0.03,0.0
91,0.04,0.0
91,0.05,0.0
92,0.002,0.0
92,0.004,0.0
92,0.006,0.0
92,0.008,0.0
92,0.01,0.0
92,0.02,0.0
92,0.03,0.0
92,0.04,0.0
92,0.05,0.0
93,0.002,0.0
93,0.004,0.0
93,0.006,0.0
93,0.008,0.0
93,0.01,0.0
93,0.02,0.0
93,0.03,0.0
93,0.04,0.0
93,0.05,0.0
94,0.002,0.0
94,0.004,0.0
94,0.006,0.0
94,0.008,0.0
94,0.01,0.0
94,0.02,0.0
94,0.03,0.0
94,0.04,0.0
94,0.05,0.0
95,0.002,0.0
95,0.004,0.0
95,0.006,0.0
95,0.008,0.0
95,0.01,0.0
95,0.02,0.0
95,0.03,0.0
95,0.04,0.0
95,0.05,0.0
96,0.002,0.0
96,0.004,0.0
96,0.006,0.0
96,0.008,0.0
96,0.01,0.0
96,0.02,0.0
96,0.03,0.0
96,0.04,0.0
96,0.05,0.0
97,0.002,0.0
97,0.004,0.0
97,0.006,0.0
97,0.008,0.0
97,0.01,0.0
97,0.02,0.0
97,0.03,0.0
97,0.04,0.0
97,0.05,0.0
98,0.002,0.0
98,0.004,0.0
98,0.006,0.0
98,0.008,0.0
98,0.01,0.0
98,0.02,0.0
98,0.03,0.0
98,0.04,0.0
98,0.05,0.0
99,0.002,0.0
99,0.004,0.0
99,0.006,0.0
99,0.008,0.0
99,0.01,0.0
99,0.02,0.0
99,0.03,0.0
99,0.04,0.0
99,0.05,0.0
100,0.002,0.0
100,0.004,0.0
100,0.006,0.0
100,0.008,0.0
100,0.01,0.0
100,0.02,0.0
100,0.03,0.0
100,0.04,0.0
100,0.05,0.0
101,0.002,0.0
101,0.004,0.0
101,0.006,0.0
101,0.008,0.0
101,0.01,0.0
101,0.02,0.0
101,0.03,0.0
101,0.04,0.0
101,0.05,0.0
102,0.002,0.0
102,0.004,0.0
102,0.006,0.0
102,0.008,0.0
102,0.01,0.0
102,0.02,0.0
102,0.03,0.0
102,0.04,0.0
102,0.05,0.0
103,0.002,0.0
103,0.004,0.0
103,0.006,0.0
103,0.008,0.0
103,0.01,0.0
103,0.02,0.0
103,0.03,0.0
103,0.04,0.0
103,0.05,0.0
104,0.002,0.0
104,0.004,0.0
104,0.006,0.0
104,0.008,0.0
104,0.01,0.0
104,0.02,0.0
104,0.03,0.0
104,0.04,0.0
104,0.05,0.0
105,0.002,0.0
105,0.004,0.0
105,0.006,0.0
105,0.008,0.0
105,0.01,0.0
105,0.02,0.0
105,0.03,0.0
105,0.04,0.0
105,0.05,0.0
106,0.002,0.0
106,0.004,0.0
106,0.006,0.0
106,0.008,0.0
106,0.01,0.0
106,0.02,0.0
106,0.03,0.0
106,0.04,0.0
106,0.05,0.0
107,0.002,0.0
107,0.004,0.0
107,0.006,0.0
107,0.008,0.0
107,0.01,0.0
107,0.02,0.0
107,0.03,0.0
107,0.04,0.0
107,0.05,0.0
108,0.002,0.0
108,0.004,0.0
108,0.006,0.0
108,0.008,0.0
108,0.01,0.0
108,0.02,0.0
108,0.03,0.0
108,0.04,0.0
108,0.05,0.0
109,0.002,0.0
109,0.004,0.0
109,0.006,0.0
109,0.008,0.0
109,0.01,0.0
109,0.02,0.0
109,0.03,0.0
109,0.04,0.0
109,0.05,0.0
110,0.002,0.0
110,0.004,0.0
110,0.006,0.0
110,0.008,0.0
110,0.01,0.0
110,0.02,0.0
110,0.03,0.0
110,0.04,0.0
110,0.05,0.0
111,0.002,0.0
111,0.004,0.0
111,0.006,0.0
111,0.008,0.0
111,0.01,0.0
111,0.02,0.0
111,0.03,0.0
111,0.04,0.0
111,0.05,0.0
112,0.002,0.0
112,0.004,0.0
112,0.006,0.0
112,0.008,0.0
112,0.01,0.0
112,0.02,0.0
112,0.03,0.0
112,0.04,0.0
112,0.05,0.0
113,0.002,0.0
113,0.004,0.0
113,0.006,0.0
113,0.008,0.0
113,0.01,0.0
113,0.02,0.0
113,0.03,0.0
113,0.04,0.0
113,0.05,0.0
114,0.002,0.0
114,0.004,0.0
114,0.006,0.0
114,0.008,0.0
114,0.01,0.0
114,0.02,0.0
114,0.03,0.0
114,0.04,0.0
114,0.05,0.0
115,0.002,0.0
115,0.004,0.0
115,0.006,0.0
115,0.008,0.0
115,0.01,0.0
115,0.02,0.0
115,0.03,0.0
115,0.04,0.0
115,0.05,0.0
116,0.002,0.0
116,0.004,0.0
116,0.006,0.0
116,0.008,0.0
116,0.01,0.0
116,0.02,0.0
116,0.03,0.0
116,0.04,0.0
116,0.05,0.0
117,0.002,0.0
117,0.004,0.0
117,0.006,0.0
117,0.008,0.0
117,0.01,0.0
117,0.02,0.0
117,0.03,0.0
117,0.04,0.0
117,0.05,0.0
118,0.002,0.0
118,0.004,0.0
118,0.006,0.0
118,0.008,0.0
118,0.01,0.0
118,0.02,0.0
118,0.03,0.0
118,0.04,0.0
118,0.05,0.0
119,0.002,0.0
119,0.004,0.0
119,0.006,0.0
119,0.008,0.0
119,0.01,0.0
119,0.02,0.0
119,0.03,0.0
119,0.04,0.0
119,0.05,0.0
120,0.002,0.0
120,0.004,0.0
120,0.006,0.0
120,0.008,0.0
120,0.01,0.0
120,0.02,0.0
120,0.03,0.0
120,0.04,0.0
120,0.05,0.0
121,0.002,0.0
121,0.004,0.0
121,0.006,0.0
121,0.008,0.0
121,0.01,0.0
121,0.02,0.0
121,0.03,0.0
121,0.04,0.0
121,0.05,0.0
122,0.002,0.0
122,0.004,0.0
122,0.006,0.0
122,0.008,0.0
122,0.01,0.0
122,0.02,0.0
122,0.03,0.0
122,0.04,0.0
122,0.05,0.0
123,0.002,0.0
123,0.004,0.0
123,0.006,0.0
123,0.008,0.0
123,0.01,0.0
123,0.02,0.0
123,0.03,0.0
123,0.04,0.0
123,0.05,0.0
124,0.002,0.0
124,0.004,0.0
124,0.006,0.0
124,0.008,0.0
124,0.01,0.0
124,0.02,0.0
124,0.03,0.0
124,0.04,0.0
124,0.05,0.0
125,0.002,0.0
125,0.004,0.0
125,0.006,0.0
125,0.008,0.0
125,0.01,0.0
125,0.02,0.0
125,0.03,0.0
125,0.04,0.0
125,0.05,0.0
126,0.002,0.0
126,0.004,0.0
126,0.006,0.0
126,0.008,0.0
126,0.01,0.0
126,0.02,0.0
126,0.03,0.0
126,0.04,0.0
126,0.05,0.0
127,0.002,0.0
127,0.004,0.0
127,0.006,0.0
127,0.008,0.0
127,0.01,0.0
127,0.02,0.0
127,0.03,0.0
127,0.04,0.0
127,0.05,0.0
128,0.002,0.0
128,0.004,0.0
128,0.006,0.0
128,0.008,0.0
128,0.01,0.0
128,0.02,0.0
128,0.03,0.0
128,0.04,0.0
128,0.05,0.0
129,0.002,0.0
129,0.004,0.0
129,0.006,0.0
129,0.008,0.0
129,0.01,0.0
129,0.02,0.0
129,0.03,0.0
129,0.04,0.0
129,0.05,0.0
130,0.002,0.0
130,0.004,0.0
130,0.006,0.0
130,0.008,0.0
130,0.01,0.0
130,0.02,0.0
130,0.03,0.0
130,0.04,0.0
130,0.05,0.0
131,0.002,0.0
131,0.004,0.0
131,0.006,0.0
131,0.008,0.0
131,0.01,0.0
131,0.02,0.0
131,0.03,0.0
131,0.04,0.0
131,0.05,0.0
132,0.002,0.0
132,0.004,0.0
132,0.006,0.0
132,0.008,0.0
132,0.01,0.0
132,0.02,0.0
132,0.03,0.0
132,0.04,0.0
132,0.05,0.0
133,0.002,0.0
133,0.004,0.0
133,0.006,0.0
133,0.008,0.0
133,0.01,0.0
133,0.02,0.0
133,0.03,0.0
133,0.04,0.0
133,0.05,0.0
134,0.002,0.0
134,0.004,0.0
134,0.006,0.0
134,0.008,0.0
134,0.01,0.0
134,0.02,0.0
134,0.03,0.0
134,0.04,0.0
134,0.05,0.0
135,0.002,0.0
135,0.004,0.0
135,0.006,0.0
135,0.008,0.0
135,0.01,0.0
135,0.02,0.0
135,0.03,0.0
135,0.04,0.0
135,0.05,0.0
136,0.002,0.0
136,0.004,0.0
136,0.006,0.0
136,0.008,0.0
136,0.01,0.0
136,0.02,0.0
136,0.03,0.0
136,0.04,0.0
136,0.05,0.0
137,0.002,0.0
137,0.004,0.0
137,0.006,0.0
137,0.008,0.0
137,0.01,0.0
137,0.02,0.0
137,0.03,0.0
137,0.04,0.0
137,0.05,0.0
138,0.002,0.0
138,0.004,0.0
138,0.006,0.0
138,0.008,0.0
138,0.01,0.0
138,0.02,0.0
138,0.03,0.0
138,0.04,0.0
138,0.05,0.0
139,0.002,0.0
139,0.004,0.0
139,0.006,0.0
139,0.008,0.0
139,0.01,0.0
139,0.02,0.0
139,0.03,0.0
139,0.04,0.0
139,0.05,0.0
140,0.002,0.0
140,0.004,0.0
140,0.006,0.0
140,0.008,0.0
140,0.01,0.0
140,0.02,0.0
140,0.03,0.0
140,0.04,0.0
140,0.05,0.0
141,0.002,0.0
141,0.004,0.0
141,0.006,0.0
141,0.008,0.0
141,0.01,0.0
141,0.02,0.0
141,0.03,0.0
141,0.04,0.0
141,0.05,0.0
142,0.002,0.0
142,0.004,0.0
142,0.006,0.0
142,0.008,0.0
142,0.01,0.0
142,0.02,0.0
142,0.03,0.0
142,0.04,0.0
142,0.05,0.0
143,0.002,0.0
143,0.004,0.0
143,0.006,0.0
143,0.008,0.0
143,0.01,0.0
143,0.02,0.0
143,0.03,0.0
143,0.04,0.0
143,0.05,0.0
144,0.002,0.0
144,0.004,0.0
144,0.006,0.0
144,0.008,0.0
144,0.01,0.0
144,0.02,0.0
144,0.03,0.0
144,0.04,0.0
144,0.05,0.0
145,0.002,0.0
145,0.004,0.0
145,0.006,0.0
145,0.008,0.0
145,0.01,0.0
145,0.02,0.0
145,0.03,0.0
145,0.04,0.0
145,0.05,0.0
146,0.002,0.0
146,0.004,0.0
146,0.006,0.0
146,0.008,0.0
146,0.01,0.0
146,0.02,0.0
146,0.03,0.0
146,0.04,0.0
146,0.05,0.0
147,0.002,0.0
147,0.004,0.0
147,0.006,0.0
147,0.008,0.0
147,0.01,0.0
147,0.02,0.0
147,0.03,0.0
147,0.04,0.0
147,0.05,0.0
148,0.002,0.0
148,0.004,0.0
148,0.006,0.0
148,0.008,0.0
148,0.01,0.0
148,0.02,0.0
148,0.03,0.0
148,0.04,0.0
148,0.05,0.0
149,0.002,0.0
149,0.004,0.0
149,0.006,0.0
149,0.008,0.0
149,0.01,0.0
149,0.02,0.0
149,0.03,0.0
149,0.04,0.0
149,0.05,0.0
150,0.002,0.0
150,0.004,0.0
150,0.006,0.0
150,0.008,0.0
150,0.01,0.0
150,0.02,0.0
150,0.03,0.0
150,0.04,0.0
150,0.05,0.0
151,0.002,0.0
151,0.004,0.0
151,0.006,0.0
151,0.008,0.0
151,0.01,0.0
151,0.02,0.0
151,0.03,0.0
151,0.04,0.0
151,0.05,0.0
152,0.002,0.0
152,0.004,0.0
152,0.006,0.0
152,0.008,0.0
152,0.01,0.0
152,0.02,0.0
152,0.03,0.0
152,0.04,0.0
152,0.05,0.0
153,0.002,0.0
153,0.004,0.0
153,0.006,0.0
153,0.008,0.0
153,0.01,0.0
153,0.02,0.0
153,0.03,0.0
153,0.04,0.0
153,0.05,0.0
154,0.002,0.0
154,0.004,0.0
154,0.006,0.0
154,0.008,0.0
154,0.01,0.0
154,0.02,0.0
154,0.03,0.0
154,0.04,0.0
154,0.05,0.0
155,0.002,0.0
155,0.004,0.0
155,0.006,0.0
155,0.008,0.0
155,0.01,0.0
155,0.02,0.0
155,0.03,0.0
155,0.04,0.0
155,0.05,0.0
156,0.002,0.0
156,0.004,0.0
156,0.006,0.0
156,0.008,0.0
156,0.01,0.0
156,0.02,0.0
156,0.03,0.0
156,0.04,0.0
156,0.05,0.0
157,0.002,0.0
157,0.004,0.0
157,0.006,0.0
157,0.008,0.0
157,0.01,0.0
157,0.02,0.0
157,0.03,0.0
157,0.04,0.0
157,0.05,0.0
158,0.002,0.0
158,0.004,0.0
158,0.006,0.0
158,0.008,0.0
158,0.01,0.0
158,0.02,0.0
158,0.03,0.0
158,0.04,0.0
158,0.05,0.0
159,0.002,0.0
159,0.004,0.0
159,0.006,0.0
159,0.008,0.0
159,0.01,0.0
159,0.02,0.0
159,0.03,0.0
159,0.04,0.0
159,0.05,0.0
160,0.002,0.0
160,0.004,0.0
160,0.006,0.0
160,0.008,0.0
160,0.01,0.0
160,0.02,0.0
160,0.03,0.0
160,0.04,0.0
160,0.05,0.0
161,0.002,0.0
161,0.004,0.0
161,0.006,0.0
161,0.008,0.0
161,0.01,0.0
161,0.02,0.0
161,0.03,0.0
161,0.04,0.0
161,0.05,0.0
162,0.002,0.0
162,0.004,0.0
162,0.006,0.0
162,0.008,0.0
162,0.01,0.0
162,0.02,0.0
162,0.03,0.0
162,0.04,0.0
162,0.05,0.0
163,0.002,0.0
163,0.004,0.0
163,0.006,0.0
163,0.008,0.0
163,0.01,0.0
163,0.02,0.0
163,0.03,0.0
163,0.04,0.0
163,0.05,0.0
164,0.002,0.0
164,0.004,0.0
164,0.006,0.0
164,0.008,0.0
164,0.01,0.0
164,0.02,0.0
164,0.03,0.0
164,0.04,0.0
164,0.05,0.0
165,0.002,0.0
165,0.004,0.0
165,0.006,0.0
165,0.008,0.0
165,0.01,0.0
165,0.02,0.0
165,0.03,0.0
165,0.04,0.0
165,0.05,0.0
166,0.002,0.0
166,0.004,0.0
166,0.006,0.0
166,0.008,0.0
166,0.01,0.0
166,0.02,0.0
166,0.03,0.0
166,0.04,0.0
166,0.05,0.0
167,0.002,0.0
167,0.004,0.0
167,0.006,0.0
167,0.008,0.0
167,0.01,0.0
167,0.02,0.0
167,0.03,0.0
167,0.04,0.0
167,0.05,0.0
168,0.002,0.0
168,0.004,0.0
168,0.006,0.0
168,0.008,0.0
168,0.01,0.0
168,0.02,0.0
168,0.03,0.0
168,0.04,0.0
168,0.05,0.0
169,0.002,0.0
169,0.004,0.0
169,0.006,0.0
169,0.008,0.0
169,0.01,0.0
169,0.02,0.0
169,0.03,0.0
169,0.04,0.0
169,0.05,0.0
170,0.002,0.0
170,0.004,0.0
170,0.006,0.0
170,0.008,0.0
170,0.01,0.0
170,0.02,0.0
170,0.03,0.0
170,0.04,0.0
170,0.05,0.0
171,0.002,0.0
171,0.004,0.0
171,0.006,0.0
171,0.008,0.0
171,0.01,0.0
171,0.02,0.0
171,0.03,0.0
171,0.04,0.0
171,0.05,0.0
172,0.002,0.0
172,0.004,0.0
172,0.006,0.0
172,0.008,0.0
172,0.01,0.0
172,0.02,0.0
172,0.03,0.0
172,0.04,0.0
172,0.05,0.0
173,0.002,0.0
173,0.004,0.0
173,0.006,0.0
173,0.008,0.0
173,0.01,0.0
173,0.02,0.0
173,0.03,0.0
173,0.04,0.0
173,0.05,0.0
174,0.002,0.0
174,0.004,0.0
174,0.006,0.0
174,0.008,0.0
174,0.01,0.0
174,0.02,0.0
174,0.03,0.0
174,0.04,0.0
174,0.05,0.0
175,0.002,0.0
175,0.004,0.0
175,0.006,0.0
175,0.008,0.0
175,0.01,0.0
175,0.02,0.0
175,0.03,0.0
175,0.04,0.0
175,0.05,0.0
176,0.002,0.0
176,0.004,0.0
176,0.006,0.0
176,0.008,0.0
176,0.01,0.0
176,0.02,0.0
176,0.03,0.0
176,0.04,0.0
176,0.05,0.0
177,0.002,0.0
177,0.004,0.0
177,0.006,0.0
177,0.008,0.0
177,0.01,0.0
177,0.02,0.0
177,0.03,0.0
177,0.04,0.0
177,0.05,0.0
178,0.002,0.0
178,0.004,0.0
178,0.006,0.0
178,0.008,0.0
178,0.01,0.0
178,0.02,0.0
178,0.03,0.0
178,0.04,0.0
178,0.05,0.0
179,0.002,0.0
179,0.004,0.0
179,0.006,0.0
179,0.008,0.0
179,0.01,0.0
179,0.02,0.0
179,0.03,0.0
179,0.04,0.0
179,0.05,0.0
180,0.002,0.0
180,0.004,0.0
180,0.006,0.0
180,0.008,0.0
180,0.01,0.0
180,0.02,0.0
180,0.03,0.0
180,0.04,0.0
180,0.05,0.0
181,0.002,0.0
181,0.004,0.0
181,0.006,0.0
181,0.008,0.0
181,0.01,0.0
181,0.02,0.0
181,0.03,0.0
181,0.04,0.0
181,0.05,0.0
182,0.002,0.0
182,0.004,0.0
182,0.006,0.0
182,0.008,0.0
182,0.01,0.0
182,0.02,0.0
182,0.03,0.0
182,0.04,0.0
182,0.05,0.0
183,0.002,0.0
183,0.004,0.0
183,0.006,0.0
183,0.008,0.0
183,0.01,0.0
183,0.02,0.0
183,0.03,0.0
183,0.04,0.0
183,0.05,0.0
184,0.002,0.0
184,0.004,0.0
184,0.006,0.0
184,0.008,0.0
184,0.01,0.0
184,0.02,0.0
184,0.03,0.0
184,0.04,0.0
184,0.05,0.0
185,0.002,0.0
185,0.004,0.0
185,0.006,0.0
185,0.008,0.0
185,0.01,0.0
185,0.02,0.0
185,0.03,0.0
185,0.04,0.0
185,0.05,0.0
186,0.002,0.0
186,0.004,0.0
186,0.006,0.0
186,0.008,0.0
186,0.01,0.0
186,0.02,0.0
186,0.03,0.0
186,0.04,0.0
186,0.05,0.0
187,0.002,0.0
187,0.004,0.0
187,0.006,0.0
187,0.008,0.0
187,0.01,0.0
187,0.02,0.0
187,0.03,0.0
187,0.04,0.0
187,0.05,0.0
188,0.002,0.0
188,0.004,0.0
188,0.006,0.0
188,0.008,0.0
188,0.01,0.0
188,0.02,0.0
188,0.03,0.0
188,0.04,0.0
188,0.05,0.0
189,0.002,0.0
189,0.004,0.0
189,0.006,0.0
189,0.008,0.0
189,0.01,0.0
189,0.02,0.0
189,0.03,0.0
189,0.04,0.0
189,0.05,0.0
190,0.002,0.0
190,0.004,0.0
190,0.006,0.0
190,0.008,0.0
190,0.01,0.0
190,0.02,0.0
190,0.03,0.0
190,0.04,0.0
190,0.05,0.0
191,0.002,0.0
191,0.004,0.0
191,0.006,0.0
191,0.008,0.0
191,0.01,0.0
191,0.02,0.0
191,0.03,0.0
191,0.04,0.0
191,0.05,0.0
192,0.002,0.0
192,0.004,0.0
192,0.006,0.0
192,0.008,0.0
192,0.01,0.0
192,0.02,0.0
192,0.03,0.0
192,0.04,0.0
192,0.05,0.0
193,0.002,0.0
193,0.004,0.0
193,0.006,0.0
193,0.008,0.0
193,0.01,0.0
193,0.02,0.0
193,0.03,0.0
193,0.04,0.0
193,0.05,0.0
194,0.002,0.0
194,0.004,0.0
194,0.006,0.0
194,0.008,0.0
194,0.01,0.0
194,0.02,0.0
194,0.03,0.0
194,0.04,0.0
194,0.05,0.0
195,0.002,0.0
195,0.004,0.0
195,0.006,0.0
195,0.008,0.0
195,0.01,0.0
195,0.02,0.0
195,0.03,0.0
195,0.04,0.0
195,0.05,0.0
196,0.002,0.0
196,0.004,0.0
196,0.006,0.0
196,0.008,0.0
196,0.01,0.0
196,0.02,0.0
196,0.03,0.0
196,0.04,0.0
196,0.05,0.0
197,0.002,0.0
197,0.004,0.0
197,0.006,0.0
197,0.008,0.0
197,0.01,0.0
197,0.02,0.0
197,0.03,0.0
197,0.04,0.0
197,0.05,0.0
198,0.002,0.0
198,0.004,0.0
198,0.006,0.0
198,0.008,0.0
198,0.01,0.0
198,0.02,0.0
198,0.03,0.0
198,0.04,0.0
198,0.05,0.0
199,0.002,0.0
199,0.004,0.0
199,0.006,0.0
199,0.008,0.0
199,0.01,0.0
199,0.02,0.0
199,0.03,0.0
199,0.04,0.0
199,0.05,0.0
200,0.002,0.0
200,0.004,0.0
200,0.006,0.0
200,0.008,0.0
200,0.01,0.0
200,0.02,0.0
200,0.03,0.0
200,0.04,0.0
200,0.05,0.0
201,0.002,0.0
201,0.004,0.0
201,0.006,0.0
201,0.008,0.0
201,0.01,0.0
201,0.02,0.0
201,0.03,0.0
201,0.04,0.0
201,0.05,0.0
202,0.002,0.0
202,0.004,0.0
202,0.006,0.0
202,0.008,0.0
202,0.01,0.0
202,0.02,0.0
202,0.03,0.0
202,0.04,0.0
202,0.05,0.0
203,0.002,0.0
203,0.004,0.0
203,0.006,0.0
203,0.008,0.0
203,0.01,0.0
203,0.02,0.0
203,0.03,0.0
203,0.04,0.0
203,0.05,0.0
204,0.002,0.0
204,0.004,0.0
204,0.006,0.0
204,0.008,0.0
204,0.01,0.0
204,0.02,0.0
204,0.03,0.0
204,0.04,0.0
204,0.05,0.0
205,0.002,0.0
205,0.004,0.0
205,0.006,0.0
205,0.008,0.0
205,0.01,0.0
205,0.02,0.0
205,0.03,0.0
205,0.04,0.0
205,0.05,0.0
206,0.002,0.0
206,0.004,0.0
206,0.006,0.0
206,0.008,0.0
206,0.01,0.0
206,0.02,0.0
206,0.03,0.0
206,0.04,0.0
206,0.05,0.0
207,0.002,0.0
207,0.004,0.0
207,0.006,0.0
207,0.008,0.0
207,0.01,0.0
207,0.02,0.0
207,0.03,0.0
207,0.04,0.0
207,0.05,0.0
208,0.002,0.0
208,0.004,0.0
208,0.006,0.0
208,0.008,0.0
208,0.01,0.0
208,0.02,0.0
208,0.03,0.0
208,0.04,0.0
208,0.05,0.0
209,0.002,0.0
209,0.004,0.0
209,0.006,0.0
209,0.008,0.0
209,0.01,0.0
209,0.02,0.0
209,0.03,0.0
209,0.04,0.0
209,0.05,0.0
210,0.002,0.0
210,0.004,0.0
210,0.006,0.0
210,0.008,0.0
210,0.01,0.0
210,0.02,0.0
210,0.03,0.0
210,0.04,0.0
210,0.05,0.0
211,0.002,0.0
211,0.004,0.0
211,0.006,0.0
211,0.008,0.0
211,0.01,0.0
211,0.02,0.0
211,0.03,0.0
211,0.04,0.0
211,0.05,0.0
212,0.002,0.0
212,0.004,0.0
212,0.006,0.0
212,0.008,0.0
212,0.01,0.0
212,0.02,0.0
212,0.03,0.0
212,0.04,0.0
212,0.05,0.0
213,0.002,0.0
213,0.004,0.0
213,0.006,0.0
213,0.008,0.0
213,0.01,0.0
213,0.02,0.0
213,0.03,0.0
213,0.04,0.0
213,0.05,0.0
214,0.002,0.0
214,0.004,0.0
214,0.006,0.0
214,0.008,0.0
214,0.01,0.0
214,0.02,0.0
214,0.03,0.0
214,0.04,0.0
214,0.05,0.0
215,0.002,0.0
215,0.004,0.0
215,0.006,0.0
215,0.008,0.0
215,0.01,0.0
215,0.02,0.0
215,0.03,0.0
215,0.04,0.0
215,0.05,0.0
216,0.002,0.0
216,0.004,0.0
216,0.006,0.0
216,0.008,0.0
216,0.01,0.0
216,0.02,0.0
216,0.03,0.0
216,0.04,0.0
216,0.05,0.0
217,0.002,0.0
217,0.004,0.0
217,0.006,0.0
217,0.008,0.0
217,0.01,0.0
217,0.02,0.0
217,0.03,0.0
217,0.04,0.0
217,0.05,0.0
218,0.002,0.0
218,0.004,0.0
218,0.006,0.0
218,0.008,0.0
218,0.01,0.0
218,0.02,0.0
218,0.03,0.0
218,0.04,0.0
218,0.05,0.0
219,0.002,0.0
219,0.004,0.0
219,0.006,0.0
219,0.008,0.0
219,0.01,0.0
219,0.02,0.0
219,0.03,0.0
219,0.04,0.0
219,0.05,0.0
220,0.002,0.0
220,0.004,0.0
220,0.006,0.0
220,0.008,0.0
220,0.01,0.0
220,0.02,0.0
220,0.03,0.0
220,0.04,0.0
220,0.05,0.0
221,0.002,0.0
221,0.004,0.0
221,0.006,0.0
221,0.008,0.0
221,0.01,0.0
221,0.02,0.0
221,0.03,0.0
221,0.04,0.0
221,0.05,0.0
222,0.002,0.0
222,0.004,0.0
222,0.006,0.0
222,0.008,0.0
222,0.01,0.0
222,0.02,0.0
222,0.03,0.0
222,0.04,0.0
222,0.05,0.0
223,0.002,0.0
223,0.004,0.0
223,0.006,0.0
223,0.008,0.0
223,0.01,0.0
223,0.02,0.0
223,0.03,0.0
223,0.04,0.0
223,0.05,0.0
224,0.002,0.0
224,0.004,0.0
224,0.006,0.0
224,0.008,0.0
224,0.01,0.0
224,0.02,0.0
224,0.03,0.0
224,0.04,0.0
224,0.05,0.0
225,0.002,0.0
225,0.004,0.0
225,0.006,0.0
225,0.008,0.0
225,0.01,0.0
225,0.02,0.0
225,0.03,0.0
225,0.04,0.0
225,0.05,0.0
226,0.002,0.0
226,0.004,0.0
226,0.006,0.0
226,0.008,0.0
226,0.01,0.0
226,0.02,0.0
226,0.03,0.0
226,0.04,0.0
226,0.05,0.0
227,0.002,0.0
227,0.004,0.0
227,0.006,0.0
227,0.008,0.0
227,0.01,0.0
227,0.02,0.0
227,0.03,0.0
227,0.04,0.0
227,0.05,0.0
228,0.002,0.0
228,0.004,0.0
228,0.006,0.0
228,0.008,0.0
228,0.01,0.0
228,0.02,0.0
228,0.03,0.0
228,0.04,0.0
228,0.05,0.0
229,0.002,0.0
229,0.004,0.0
229,0.006,0.0
229,0.008,0.0
229,0.01,0.0
229,0.02,0.0
229,0.03,0.0
229,0.04,0.0
229,0.05,0.0
230,0.002,0.0
230,0.004,0.0
230,0.006,0.0
230,0.008,0.0
230,0.01,0.0
230,0.02,0.0
230,0.03,0.0
230,0.04,0.0
230,0.05,0.0
231,0.002,0.0
231,0.004,0.0
231,0.006,0.0
231,0.008,0.0
231,0.01,0.0
231,0.02,0.0
231,0.03,0.0
231,0.04,0.0
231,0.05,0.0
232,0.002,0.0
232,0.004,0.0
232,0.006,0.0
232,0.008,0.0
232,0.01,0.0
232,0.02,0.0
232,0.03,0.0
232,0.04,0.0
232,0.05,0.0
233,0.002,0.0
233,0.004,0.0
233,0.006,0.0
233,0.008,0.0
233,0.01,0.0
233,0.02,0.0
233,0.03,0.0
233,0.04,0.0
233,0.05,0.0
234,0.002,0.0
234,0.004,0.0
234,0.006,0.0
234,0.008,0.0
234,0.01,0.0
234,0.02,0.0
234,0.03,0.0
234,0.04,0.0
234,0.05,0.0
235,0.002,0.0
235,0.004,0.0
235,0.006,0.0
235,0.008,0.0
235,0.01,0.0
235,0.02,0.0
235,0.03,0.0
235,0.04,0.0
235,0.05,0.0
236,0.002,0.0
236,0.004,0.0
236,0.006,0.0
236,0.008,0.0
236,0.01,0.0
236,0.02,0.0
236,0.03,0.0
236,0.04,0.0
236,0.05,0.0
237,0.002,0.0
237,0.004,0.0
237,0.006,0.0
237,0.008,0.0
237,0.01,0.0
237,0.02,0.0
237,0.03,0.0
237,0.04,0.0
237,0.05,0.0
238,0.002,0.0
238,0.004,0.0
238,0.006,0.0
238,0.008,0.0
238,0.01,0.0
238,0.02,0.0
238,0.03,0.0
238,0.04,0.0
238,0.05,0.0
239,0.002,0.0
239,0.004,0.0
239,0.006,0.0
239,0.008,0.0
239,0.01,0.0
239,0.02,0.0
239,0.03,0.0
239,0.04,0.0
239,0.05,0.0
240,0.002,0.0
240,0.004,0.0
240,0.006,0.0
240,0.008,0.0
240,0.01,0.0
240,0.02,0.0
240,0.03,0.0
240,0.04,0.0
240,0.05,0.0
241,0.002,0.0
241,0.004,0.0
241,0.006,0.0
241,0.008,0.0
241,0.01,0.0
